행 ID,주문 ID,주문 날짜,배송 날짜,배송 형태,고객 ID,고객 이름,세그먼트,도시,시/도,국가/지역,지역,제품 ID,범주,하위 범주,제품 이름,매출,수량,할인율,수익
111,ID-2019-10230,2019-07-07,2019-07-10,1등급,JC-16105,Julie Creighton,기업,Jakarta,Jakarta,Indonesia,동남아시아,OFF-EN-10004422,사무용품,봉투,"Cameo Peel and Seal, Set of 50",11.13,1,0.47,-3.78
112,IN-2020-72859,2020-05-17,2020-05-21,표준 등급,LC-17050,Liz Carlisle,일반 소비자,Jambi,Jambi,Indonesia,동남아시아,OFF-BI-10000089,사무용품,바인더,"Wilson Jones 3-Hole Punch, Recycled",164.7135,7,0.17,63.4935
113,IN-2021-13597,2021-11-03,2021-11-07,표준 등급,AC-10450,Amy Cox,일반 소비자,Chennai,Tamil Nadu,India,중앙아시아,OFF-LA-10002088,사무용품,레이블,"Novimex Round Labels, Laser Printer Compatible",6.27,1,0,2.94
114,IN-2021-13597,2021-11-03,2021-11-07,표준 등급,AC-10450,Amy Cox,일반 소비자,Chennai,Tamil Nadu,India,중앙아시아,FUR-TA-10002256,가구,테이블,"Hon Wood Table, Fully Assembled",2664,5,0,905.7
115,ID-2018-36011,2018-01-26,2018-01-27,1등급,HK-14890,Heather Kirkland,기업,Depok,Jawa Barat,Indonesia,동남아시아,FUR-CH-10003950,가구,의자,"Novimex Executive Leather Armchair, Black",334.3035,1,0.27,-109.9365
116,IN-2019-35598,2019-06-20,2019-06-24,표준 등급,AW-10840,Anthony Witt,일반 소비자,Wuhan,Hubei,China,북아시아,OFF-BI-10004454,사무용품,바인더,"Cardinal Binder Covers, Clear",17.19,3,0.5,-2.07
117,IN-2021-25161,2021-07-14,2021-07-20,표준 등급,MS-17710,Maurice Satty,일반 소비자,Perth,Western Australia,Australia,오세아니아,OFF-SU-10001686,사무용품,사무용품,"Kleencut Trimmer, Easy Grip",116.235,3,0.1,10.305
118,ID-2020-18504,2020-10-23,2020-10-27,2등급,FH-14365,Fred Hopkins,기업,Islamabad,F.C.T.,Pakistan,중앙아시아,TEC-CO-10000764,기술,복사기,"Brother Fax Machine, Color",479.97,3,0.5,-364.86
119,ID-2020-18504,2020-10-23,2020-10-27,2등급,FH-14365,Fred Hopkins,기업,Islamabad,F.C.T.,Pakistan,중앙아시아,OFF-LA-10003396,사무용품,레이블,"Avery Color Coded Labels, Laser Printer Compatible",13.29,2,0.5,-7.47
120,IN-2019-33288,2019-05-23,2019-05-26,2등급,PC-19000,Pauline Chand,홈 오피스,Kuantan,Pahang,Malaysia,동남아시아,OFF-LA-10001292,사무용품,레이블,"Smead File Folder Labels, Adjustable",20.34,3,0,9.9
121,IN-2019-33288,2019-05-23,2019-05-26,2등급,PC-19000,Pauline Chand,홈 오피스,Kuantan,Pahang,Malaysia,동남아시아,OFF-ST-10002714,사무용품,보관함,"Eldon Box, Industrial",10.74,1,0,4.38
122,IN-2019-33288,2019-05-23,2019-05-26,2등급,PC-19000,Pauline Chand,홈 오피스,Kuantan,Pahang,Malaysia,동남아시아,OFF-ST-10004015,사무용품,보관함,"Smead Trays, Blue",145.44,3,0,71.19
123,IN-2019-33288,2019-05-23,2019-05-26,2등급,PC-19000,Pauline Chand,홈 오피스,Kuantan,Pahang,Malaysia,동남아시아,TEC-AC-10003753,기술,액세서리,"SanDisk Router, Programmable",1031.4,4,0,185.64
124,IN-2018-56346,2018-11-23,2018-11-26,1등급,NW-18400,Natalie Webber,일반 소비자,Anqing,Anhui,China,북아시아,FUR-FU-10000921,가구,사무용 집기,"Advantus Door Stop, Erganomic",218.25,5,0,19.5
125,IN-2018-16229,2018-12-13,2018-12-17,표준 등급,CK-12205,Chloris Kastensmidt,일반 소비자,Geelong,Victoria,Australia,오세아니아,TEC-PH-10003954,기술,전화기,"Cisco Signal Booster, Cordless",278.424,2,0.1,24.744
126,IN-2019-53175,2019-06-19,2019-06-24,표준 등급,BO-11350,Bill Overfelt,기업,Semarang,Jawa Tengah,Indonesia,동남아시아,TEC-PH-10004509,기술,전화기,"Nokia Audio Dock, Cordless",140.7597,1,0.17,25.4097
127,IN-2019-53175,2019-06-19,2019-06-24,표준 등급,BO-11350,Bill Overfelt,기업,Semarang,Jawa Tengah,Indonesia,동남아시아,OFF-FA-10002597,사무용품,잠금장치,"OIC Clamps, 12 Pack",142.464,14,0.47,-121.296
128,IN-2019-14010,2019-04-01,2019-04-06,표준 등급,KC-16255,Karen Carlisle,기업,Shenzhen,Guangdong,China,북아시아,TEC-CO-10003982,기술,복사기,"HP Ink, High-Speed",634.5,5,0,272.7
129,IN-2019-14010,2019-04-01,2019-04-06,표준 등급,KC-16255,Karen Carlisle,기업,Shenzhen,Guangdong,China,북아시아,OFF-AR-10004456,사무용품,미술용품,"Binney & Smith Markers, Blue",96.36,4,0,12.48
130,IN-2021-16887,2021-05-05,2021-05-07,2등급,CC-12475,Cindy Chapman,일반 소비자,Bhavnagar,Gujarat,India,중앙아시아,TEC-CO-10002040,기술,복사기,"Brother Fax Machine, Digital",1272.72,4,0,534.48
131,ID-2019-60427,2019-07-15,2019-07-21,표준 등급,RB-19795,Ross Baird,홈 오피스,Palembang,Sumatera Selatan,Indonesia,동남아시아,TEC-AC-10001022,기술,액세서리,"SanDisk Flash Drive, USB",105.3375,5,0.47,-53.6625
132,IN-2021-53427,2021-05-09,2021-05-15,표준 등급,LT-16765,Larry Tron,일반 소비자,Imphal,Manipur,India,중앙아시아,OFF-BI-10002907,사무용품,바인더,"Wilson Jones 3-Hole Punch, Economy",55.98,2,0,7.8
133,IN-2021-53427,2021-05-09,2021-05-15,표준 등급,LT-16765,Larry Tron,일반 소비자,Imphal,Manipur,India,중앙아시아,OFF-AP-10002371,사무용품,가전 제품,"KitchenAid Blender, Silver",98.85,1,0,42.48
134,IN-2021-53427,2021-05-09,2021-05-15,표준 등급,LT-16765,Larry Tron,일반 소비자,Imphal,Manipur,India,중앙아시아,FUR-TA-10004711,가구,테이블,"Lesro Conference Table, Adjustable Height",4298.85,5,0,300.9
135,IN-2021-53427,2021-05-09,2021-05-15,표준 등급,LT-16765,Larry Tron,일반 소비자,Imphal,Manipur,India,중앙아시아,OFF-PA-10004124,사무용품,용지,"SanDisk Message Books, 8.5 x 11",111.84,4,0,3.24
136,IN-2021-63591,2021-12-13,2021-12-18,표준 등급,ZD-21925,Zuschuss Donatelli,일반 소비자,Shijiazhuang,Hebei,China,북아시아,FUR-TA-10003576,가구,테이블,"Hon Coffee Table, Adjustable Height",445.326,2,0.3,63.606
137,IN-2018-32196,2018-01-31,2018-02-05,표준 등급,LS-17200,Luke Schmidt,기업,Melbourne,Victoria,Australia,오세아니아,FUR-CH-10004065,가구,의자,"SAFCO Bag Chairs, Adjustable",373.896,8,0.1,24.696
138,IN-2018-32196,2018-01-31,2018-02-05,표준 등급,LS-17200,Luke Schmidt,기업,Melbourne,Victoria,Australia,오세아니아,TEC-MA-10002680,기술,사무기기,"Konica Inkjet, White",838.593,3,0.1,121.113
139,ID-2020-36242,2020-09-07,2020-09-09,2등급,TS-21610,Troy Staebel,일반 소비자,Mackay,Queensland,Australia,오세아니아,OFF-SU-10000062,사무용품,사무용품,"Stiletto Scissors, High Speed",169.992,8,0.1,-15.288
140,ID-2020-36242,2020-09-07,2020-09-09,2등급,TS-21610,Troy Staebel,일반 소비자,Mackay,Queensland,Australia,오세아니아,OFF-BI-10000006,사무용품,바인더,"Ibico Binder, Durable",30.564,2,0.1,3.684
141,ID-2020-36242,2020-09-07,2020-09-09,2등급,TS-21610,Troy Staebel,일반 소비자,Mackay,Queensland,Australia,오세아니아,TEC-CO-10003574,기술,복사기,"Brother Personal Copier, High-Speed",507.924,4,0.1,186.204
142,ID-2020-36242,2020-09-07,2020-09-09,2등급,TS-21610,Troy Staebel,일반 소비자,Mackay,Queensland,Australia,오세아니아,FUR-BO-10004821,가구,책장,"Dania Corner Shelving, Traditional",659.178,6,0.1,-0.162
143,ID-2020-36242,2020-09-07,2020-09-09,2등급,TS-21610,Troy Staebel,일반 소비자,Mackay,Queensland,Australia,오세아니아,OFF-AR-10000762,사무용품,미술용품,"BIC Pens, Water Color",78.57,5,0.1,13.02
144,IN-2019-24146,2019-06-05,2019-06-07,1등급,BD-11560,Brendan Dodson,홈 오피스,Yangon,Yangon,Myanmar (Burma),동남아시아,TEC-AC-10001995,기술,액세서리,"Logitech Router, USB",393.5727,3,0.47,-81.7173
145,IN-2019-24146,2019-06-05,2019-06-07,1등급,BD-11560,Brendan Dodson,홈 오피스,Yangon,Yangon,Myanmar (Burma),동남아시아,OFF-FA-10003893,사무용품,잠금장치,"OIC Paper Clips, 12 Pack",34.5114,3,0.17,-0.0486
146,IN-2020-66923,2020-06-21,2020-06-26,표준 등급,CS-12175,Charles Sheldon,기업,Albany,Western Australia,Australia,오세아니아,OFF-LA-10000784,사무용품,레이블,"Harbour Creations File Folder Labels, 5000 Label Set",16.416,2,0.1,7.296
147,IN-2020-66923,2020-06-21,2020-06-26,표준 등급,CS-12175,Charles Sheldon,기업,Albany,Western Australia,Australia,오세아니아,OFF-ST-10003953,사무용품,보관함,"Smead File Cart, Industrial",808.92,7,0.1,161.7
148,IN-2020-66923,2020-06-21,2020-06-26,표준 등급,CS-12175,Charles Sheldon,기업,Albany,Western Australia,Australia,오세아니아,OFF-AR-10000762,사무용품,미술용품,"BIC Pens, Water Color",141.426,9,0.1,23.436
149,IN-2020-66923,2020-06-21,2020-06-26,표준 등급,CS-12175,Charles Sheldon,기업,Albany,Western Australia,Australia,오세아니아,TEC-PH-10000297,기술,전화기,"Apple Office Telephone, with Caller ID",176.256,3,0.1,56.736
150,IN-2021-76058,2021-03-13,2021-03-15,1등급,FO-14305,Frank Olsen,일반 소비자,Suzhou,Gansu,China,북아시아,OFF-PA-10000382,사무용품,용지,"SanDisk Computer Printout Paper, Multicolor",62.4,2,0,25.56
151,IN-2021-76058,2021-03-13,2021-03-15,1등급,FO-14305,Frank Olsen,일반 소비자,Suzhou,Gansu,China,북아시아,OFF-AR-10001773,사무용품,미술용품,"Sanford Markers, Water Color",52.86,2,0,11.58
152,IN-2021-76058,2021-03-13,2021-03-15,1등급,FO-14305,Frank Olsen,일반 소비자,Suzhou,Gansu,China,북아시아,OFF-FA-10003604,사무용품,잠금장치,"Stockwell Paper Clips, Assorted Sizes",45.36,4,0,6.24
153,IN-2021-76058,2021-03-13,2021-03-15,1등급,FO-14305,Frank Olsen,일반 소비자,Suzhou,Gansu,China,북아시아,FUR-CH-10004694,가구,의자,"Office Star Rocking Chair, Black",969.36,7,0,348.81
154,IN-2021-76058,2021-03-13,2021-03-15,1등급,FO-14305,Frank Olsen,일반 소비자,Suzhou,Gansu,China,북아시아,OFF-PA-10000302,사무용품,용지,"Eaton Computer Printout Paper, Multicolor",83.88,3,0,30.96
155,IN-2021-76058,2021-03-13,2021-03-15,1등급,FO-14305,Frank Olsen,일반 소비자,Suzhou,Gansu,China,북아시아,OFF-EN-10003601,사무용품,봉투,"GlobeWeis Clasp Envelope, Set of 50",49.5,5,0,0
156,IN-2021-76058,2021-03-13,2021-03-15,1등급,FO-14305,Frank Olsen,일반 소비자,Suzhou,Gansu,China,북아시아,FUR-FU-10000496,가구,사무용 집기,"Eldon Clock, Duo Pack",113.16,2,0,53.16
157,IN-2021-17489,2021-12-22,2021-12-26,표준 등급,DF-13135,David Flashing,일반 소비자,Jember,Jawa Timur,Indonesia,동남아시아,OFF-BI-10004651,사무용품,바인더,"Cardinal Binding Machine, Clear",163.4436,4,0.17,57.0036
158,IN-2021-17489,2021-12-22,2021-12-26,표준 등급,DF-13135,David Flashing,일반 소비자,Jember,Jawa Timur,Indonesia,동남아시아,OFF-AR-10000539,사무용품,미술용품,"Boston Markers, Easy-Erase",58.3416,3,0.27,-15.9984
159,IN-2021-46343,2021-09-23,2021-09-27,표준 등급,JW-15220,Jane Waco,기업,Barddhaman,West Bengal,India,중앙아시아,OFF-LA-10003396,사무용품,레이블,"Avery Color Coded Labels, Laser Printer Compatible",66.45,5,0,14.55
160,IN-2021-46343,2021-09-23,2021-09-27,표준 등급,JW-15220,Jane Waco,기업,Barddhaman,West Bengal,India,중앙아시아,OFF-ST-10004325,사무용품,보관함,"Eldon Box, Single Width",51.45,5,0,20.55
161,IN-2020-11938,2020-11-01,2020-11-05,표준 등급,EL-13735,Ed Ludwig,홈 오피스,Melbourne,Victoria,Australia,오세아니아,FUR-BO-10001255,가구,책장,"Ikea Library with Doors, Mobile",2634.552,8,0.1,116.952
162,IN-2020-62828,2020-01-31,2020-02-02,2등급,AB-10150,Aimee Bixby,일반 소비자,대구,대구,South Korea,북아시아,FUR-FU-10003939,가구,사무용 집기,"Tenex Photo Frame, Duo Pack",207.6,5,0.2,41.4
163,IN-2021-30817,2021-05-08,2021-05-12,표준 등급,GM-14440,Gary McGarr,일반 소비자,Guangzhou,Guangdong,China,북아시아,OFF-SU-10004177,사무용품,사무용품,"Fiskars Box Cutter, Easy Grip",148.56,4,0,32.64
164,IN-2021-30817,2021-05-08,2021-05-12,표준 등급,GM-14440,Gary McGarr,일반 소비자,Guangzhou,Guangdong,China,북아시아,OFF-AR-10001228,사무용품,미술용품,"Binney & Smith Pens, Easy-Erase",36.63,3,0,12.78
165,IN-2021-30817,2021-05-08,2021-05-12,표준 등급,GM-14440,Gary McGarr,일반 소비자,Guangzhou,Guangdong,China,북아시아,FUR-CH-10002213,가구,의자,"Hon Executive Leather Armchair, Black",1371.42,3,0,137.07
166,IN-2021-66853,2021-05-19,2021-05-24,2등급,DB-12970,Darren Budd,기업,Brisbane,Queensland,Australia,오세아니아,OFF-FA-10000027,사무용품,잠금장치,"Stockwell Rubber Bands, Bulk Pack",29.052,2,0.1,12.252
167,IN-2021-66853,2021-05-19,2021-05-24,2등급,DB-12970,Darren Budd,기업,Brisbane,Queensland,Australia,오세아니아,FUR-BO-10002819,가구,책장,"Ikea Stackable Bookrack, Traditional",220.644,2,0.1,46.524
168,IN-2021-66853,2021-05-19,2021-05-24,2등급,DB-12970,Darren Budd,기업,Brisbane,Queensland,Australia,오세아니아,OFF-SU-10004306,사무용품,사무용품,"Kleencut Trimmer, Steel",183.735,5,0.1,-12.315
169,ID-2021-74462,2021-12-23,2021-12-25,2등급,MC-17845,Michael Chen,일반 소비자,Manila,Metro Manila,Philippines,동남아시아,TEC-AC-10000857,기술,액세서리,"Belkin Router, Programmable",429.4125,3,0.45,-171.7875
170,ID-2021-74462,2021-12-23,2021-12-25,2등급,MC-17845,Michael Chen,일반 소비자,Manila,Metro Manila,Philippines,동남아시아,OFF-AR-10000681,사무용품,미술용품,"Binney & Smith Sketch Pad, Water Color",27.225,1,0.45,-15.345
171,ID-2021-13940,2021-10-07,2021-10-12,2등급,DK-13375,Dennis Kane,일반 소비자,Newcastle,New South Wales,Australia,오세아니아,FUR-CH-10003354,가구,의자,"Novimex Bag Chairs, Black",195.885,5,0.1,-19.665
172,ID-2021-13940,2021-10-07,2021-10-12,2등급,DK-13375,Dennis Kane,일반 소비자,Newcastle,New South Wales,Australia,오세아니아,OFF-ST-10000542,사무용품,보관함,"Fellowes Folders, Industrial",48.384,2,0.1,2.664
173,ID-2021-13940,2021-10-07,2021-10-12,2등급,DK-13375,Dennis Kane,일반 소비자,Newcastle,New South Wales,Australia,오세아니아,FUR-BO-10002682,가구,책장,"Safco Stackable Bookrack, Mobile",402.246,3,0.1,8.856
174,ID-2021-13940,2021-10-07,2021-10-12,2등급,DK-13375,Dennis Kane,일반 소비자,Newcastle,New South Wales,Australia,오세아니아,OFF-BI-10002243,사무용품,바인더,"Wilson Jones 3-Hole Punch, Durable",53.082,2,0.1,19.422
175,ID-2021-13940,2021-10-07,2021-10-12,2등급,DK-13375,Dennis Kane,일반 소비자,Newcastle,New South Wales,Australia,오세아니아,FUR-FU-10002659,가구,사무용 집기,"Eldon Clock, Black",457.812,9,0.1,121.932
176,IN-2021-25063,2021-06-16,2021-06-21,표준 등급,MD-17860,Michael Dominguez,기업,Sydney,New South Wales,Australia,오세아니아,TEC-CO-10003354,기술,복사기,"Brother Fax Machine, Laser",2293.488,8,0.1,509.568
177,IN-2020-51768,2020-05-28,2020-06-02,표준 등급,CC-12430,Chuck Clark,홈 오피스,Jiangmen,Guangdong,China,북아시아,FUR-FU-10001129,가구,사무용 집기,"Deflect-O Stacking Tray, Black",101.4,4,0,15.12
178,ID-2020-52370,2020-05-30,2020-06-03,표준 등급,JR-15670,Jim Radford,일반 소비자,Jakarta,Jakarta,Indonesia,동남아시아,OFF-BI-10002881,사무용품,바인더,"Wilson Jones Binding Machine, Economy",40.6368,1,0.17,-7.3632
179,ID-2020-52370,2020-05-30,2020-06-03,표준 등급,JR-15670,Jim Radford,일반 소비자,Jakarta,Jakarta,Indonesia,동남아시아,FUR-CH-10002573,가구,의자,"Office Star Executive Leather Armchair, Adjustable",1697.25,5,0.27,-232.5
180,ID-2020-52370,2020-05-30,2020-06-03,표준 등급,JR-15670,Jim Radford,일반 소비자,Jakarta,Jakarta,Indonesia,동남아시아,OFF-BI-10000006,사무용품,바인더,"Ibico Binder, Durable",28.1868,2,0.17,1.3068
181,ID-2019-61722,2019-11-14,2019-11-17,1등급,TC-21145,Theresa Coyne,기업,Manila,Metro Manila,Philippines,동남아시아,OFF-AR-10000762,사무용품,미술용품,"BIC Pens, Water Color",28.809,3,0.45,-10.521
182,ID-2019-61722,2019-11-14,2019-11-17,1등급,TC-21145,Theresa Coyne,기업,Manila,Metro Manila,Philippines,동남아시아,TEC-AC-10004016,기술,액세서리,"Memorex Flash Drive, Programmable",118.965,7,0.45,-45.465
183,ID-2019-61722,2019-11-14,2019-11-17,1등급,TC-21145,Theresa Coyne,기업,Manila,Metro Manila,Philippines,동남아시아,FUR-BO-10001342,가구,책장,"Safco Corner Shelving, Metal",96.798,1,0.35,-52.122
184,ID-2019-61722,2019-11-14,2019-11-17,1등급,TC-21145,Theresa Coyne,기업,Manila,Metro Manila,Philippines,동남아시아,FUR-CH-10003580,가구,의자,"Harbour Creations Bag Chairs, Black",88.785,2,0.25,28.365
185,ID-2019-61722,2019-11-14,2019-11-17,1등급,TC-21145,Theresa Coyne,기업,Manila,Metro Manila,Philippines,동남아시아,OFF-LA-10003396,사무용품,레이블,"Avery Color Coded Labels, Laser Printer Compatible",43.857,6,0.45,-18.423
186,ID-2019-61722,2019-11-14,2019-11-17,1등급,TC-21145,Theresa Coyne,기업,Manila,Metro Manila,Philippines,동남아시아,FUR-CH-10002224,가구,의자,"Hon Rocking Chair, Set of Two",597.915,6,0.25,-167.445
187,IN-2020-31678,2020-02-24,2020-02-28,표준 등급,LW-17215,Luke Weiss,일반 소비자,Takamatsu,Kagawa,Japan,북아시아,TEC-AC-10002221,기술,액세서리,"Memorex Mouse, Bluetooth",28.17,1,0,3.36
188,ID-2020-12624,2020-08-30,2020-09-03,2등급,JJ-15760,Joel Jenkins,홈 오피스,Shanghai,Shanghai,China,북아시아,FUR-TA-10003954,가구,테이블,"Barricks Conference Table, with Bottom Storage",1269.912,2,0.3,-36.288
189,ID-2020-12624,2020-08-30,2020-09-03,2등급,JJ-15760,Joel Jenkins,홈 오피스,Shanghai,Shanghai,China,북아시아,OFF-PA-10003744,사무용품,용지,"Green Bar Parchment Paper, Multicolor",54.27,3,0,17.28
190,ID-2020-12624,2020-08-30,2020-09-03,2등급,JJ-15760,Joel Jenkins,홈 오피스,Shanghai,Shanghai,China,북아시아,TEC-AC-10002482,기술,액세서리,"Logitech Mouse, Erganomic",81.27,3,0,0.81
191,IN-2021-64235,2021-06-21,2021-06-27,표준 등급,FM-14290,Frank Merwin,홈 오피스,Wodonga,Victoria,Australia,오세아니아,OFF-SU-10004236,사무용품,사무용품,"Stiletto Letter Opener, Steel",135.432,6,0.1,34.452
192,IN-2019-21297,2019-09-22,2019-09-29,표준 등급,ES-14080,Erin Smith,기업,Surakarta,Jawa Tengah,Indonesia,동남아시아,OFF-ST-10000485,사무용품,보관함,"Fellowes Folders, Single Width",87.7476,4,0.17,6.2676
193,IN-2019-46063,2019-11-09,2019-11-11,2등급,CY-12745,Craig Yedwab,기업,Tanahu,Western,Nepal,중앙아시아,TEC-CO-10001654,기술,복사기,"Hewlett Wireless Fax, Digital",759.66,2,0,311.46
194,IN-2019-46063,2019-11-09,2019-11-11,2등급,CY-12745,Craig Yedwab,기업,Tanahu,Western,Nepal,중앙아시아,OFF-BI-10003806,사무용품,바인더,"Avery Index Tab, Clear",63.3,10,0,30.3
195,IN-2019-46063,2019-11-09,2019-11-11,2등급,CY-12745,Craig Yedwab,기업,Tanahu,Western,Nepal,중앙아시아,FUR-CH-10004089,가구,의자,"Harbour Creations Bag Chairs, Set of Two",63.87,1,0,18.51
196,IN-2019-55289,2019-04-26,2019-04-30,표준 등급,MG-17695,Maureen Gnade,일반 소비자,Melbourne,Victoria,Australia,오세아니아,OFF-LA-10004430,사무용품,레이블,"Avery Shipping Labels, Laser Printer Compatible",31.995,3,0.1,13.095
197,IN-2020-49633,2020-10-09,2020-10-14,표준 등급,CL-12700,Craig Leslie,홈 오피스,Harbin,Heilongjiang,China,북아시아,OFF-SU-10002445,사무용품,사무용품,"Fiskars Trimmer, High Speed",253.8,6,0,73.44
199,IN-2021-76450,2021-11-17,2021-11-21,표준 등급,PJ-19015,Pauline Johnson,일반 소비자,Pontianak,Kalimantan Barat,Indonesia,동남아시아,OFF-BI-10004666,사무용품,바인더,"Wilson Jones Binding Machine, Durable",125.6454,3,0.17,42.3054
200,IN-2021-76450,2021-11-17,2021-11-21,표준 등급,PJ-19015,Pauline Johnson,일반 소비자,Pontianak,Kalimantan Barat,Indonesia,동남아시아,OFF-ST-10003203,사무용품,보관함,"Eldon Lockers, Wire Frame",490.4802,3,0.17,153.6102
201,IN-2021-20226,2021-06-14,2021-06-16,1등급,PB-19105,Peter Bühler,일반 소비자,Jieyang,Guangdong,China,북아시아,OFF-BI-10001312,사무용품,바인더,"Cardinal 3-Hole Punch, Clear",84.78,3,0,35.55
202,IN-2021-20226,2021-06-14,2021-06-16,1등급,PB-19105,Peter Bühler,일반 소비자,Jieyang,Guangdong,China,북아시아,OFF-LA-10002364,사무용품,레이블,"Smead Shipping Labels, Alphabetical",160.02,14,0,46.2
